73.1 , 61.5 , 56.9 , 57.2 , 54.5 , 39.4 , 33.4 , 18.4 , 31.1 , 26.2 , 78.4 , 94.0
26.1 , 20.2 , 14.5 , 48.9 , 76.6 , 71.7 , 50.4 , 35.8 , 59.5 , 38.6 , 29.4 , 45.1
91.8 , 92.5 , 37.6 , 13.1 , 30.4 , 70.6 , 44.2 , 88.1 , 164.7 , 77.1 , 158.5 , 45.8
108.5 , 31.4 , 91.7 , 51.5 , 56.5 , 15.7 , 31.7 , 32.8 , 122.8 , 26.8 , 60.2 , 32.3
18.8 , 25.6 , 17.2 , 10.0 , 26.4 , 14.0 , 29.2 , 12.4 , 123.4 , 141.5 , 120.0 , 87.7
87.6 , 104.9 , 67.7 , 36.3 , 42.9 , 65.8 , 17.8 , 132.8 , 20.3 , 50.9 , 75.6 , 90.7
96.9 , 59.3 , 67.7 , 57.3 , 63.6 , 45.2 , 74.1 , 42.2 , 23.0 , 5.2 , 21.3 , 144.9
80.1 , 65.3 , 109.7 , 70.6 , 104.4 , 44.5 , 31.7 , 56.1 , 21.2 , 79.2 , 60.5 , 122.6
45.9 , 60.0 , 84.2 , 19.1 , 27.7 , 94.0 , 91.5 , 69.5 , 42.5 , 110.1 , 52.9 , 42.8
34.9 , 23.6 , 131.2 , 43.5 , 82.1 , 34.8 , 41.9 , 43.8 , 115.0 , 95.1 , 40.8 , 84.4
44.4 , 33.4 , 80.9 , 22.7 , 52.4 , 95.7 , 28.6 , 49.8 , 64.2 , 143.0 , 100.9 , 87.0
62.5 , 33.3 , 43.1 , 96.2 , 98.5 , 33.3 , 42.7 , 23.8 , 58.9 , 49.0 , 46.5 , 72.1
112.4 , 38.4 , 69.7 , 5.1 , 81.5 , 31.0 , 25.7 , 35.8 , 84.3 , 89.0 , 102.0 , 75.7
58.2 , 32.4 , 48.3 , 38.4 , 58.2 , 89.3 , 52.3 , 89.5 , 17.8 , 25.8 , 51.9 , 103.7
110.1 , 16.0 , 62.3 , 67.9 , 62.0 , 22.0 , 45.0 , 103.8 , 33.9 , 82.5 , 101.4 , 89.6
18.7 , 36.5 , 68.7 , 57.1 , 46.2 , 85.2 , 68.8 , 48.8 , 39.4 , 198.7 , 73.0 , 27.7
143.8 , 39.6 , 75.1 , 35.4 , 49.2 , 33.1 , 85.5 , 43.8 , 45.8 , 68.0 , 24.9 , 17.6
33.2 , 58.8 , 64.4 , 78.6 , 14.3 , 35.7 , 29.1 , 35.7 , 22.9 , 67.3 , 37.9 , 143.8
98.7 , 122.3 , 8.9 , 41.5 , 7.7 , 56.8 , 15.1 , 33.6 , 38.6 , 79.1 , 41.4 , 60.1
86.7 , 39.6 , 51.4 , 57.1 , 14.1 , 102.0 , 85.2 , 13.7 , 56.5 , 40.2 , 67.1 , 20.1
24.9 , 27.7 , 46.3 , 73.8 , 57.5 , 38.6 , 80.1 , 98.6 , 84.1 , 85.1 , 132.8 , 56.4
90.1 , 7.1 , 29.2 , 84.7 , 56.6 , 57.7 , 60.8 , 34.2 , 127.4 , 112.5 , 56.8 , 133.9
115.6 , 62.5 , 52.9 , 66.2 , 88.3 , 29.7 , 24.9 , 65.7 , 90.1 , 100.0 , 58.1 , 99.6
143.1 , 92.4 , 54.1 , 19.5 , 29.7 , 15.9 , 37.1 , 3.4 , 127.8 , 30.3 , 63.2 , 95.3
57.8 , 69.3 , 35.3 , 31.2 , 43.2 , 20.3 , 38.5 , 65.2 , 23.9 , 50.9 , 122.6 , 24.6
15.3 , 82.9 , 13.9 , 11.3 , 50.3 , 100.6 , 36.5 , 78.1 , 13.8 , 69.7 , 90.3 , 75.6
83.7 , 9.1 , 56.5 , 102.1 , 22.6 , 88.6 , 33.2 , 20.8 , 112.9 , 128.1 , 65.8 , 78.4
96.2 , 27.5 , 33.4 , 58.0 , 41.2 , 76.2 , 29.5 , 108.9 , 102.6 , 64.3 , 42.7 , 109.5
22.1 , 80.3 , 20.1 , 144.6 , 109.3 , 20.6 , 47.6 , 47.3 , 86.1 , 185.9 , 146.6 , 110.1
93.1 , 92.9 , 122.4 , 75.7 , 32.2 , 25.8 , 51.5 , 83.4 , 70.1 , 133.0 , 43.0 , 25.2
69.4 , 79.1 , 44.6 , 42.9 , 78.4 , 58.1 , 69.5 , 43.2 , 37.5 , 88.4 , 175.4 , 137.3
80.1 , 27.6 , 25.6 , 35.6 , 45.3 , 49.5 , 46.4 , 16.2 , 11.0 , 52.8 , 142.6 , 74.3
86.3 , 29.7 , 40.5 , 81.8 , 48.7 , 31.1 , 52.0 , 101.8 , 26.7 , 121.0 , 33.4 , 55.9
34.4 , 21.0 , 48.8 , 46.5 , 28.2 , 35.7 , 57.3 , 49.9 , 48.5 , 91.5 , 50.0 , 64.9
24.2 , 52.5 , 52.5 , 42.9 , 97.3 , 19.8 , 29.6 , 72.0 , 62.0 , 100.2 , 85.7 , 89.0
71.9 , 104.5 , 52.7 , 2.3 , 113.5 , 94.3 , 108.2 , 51.0 , 33.7 , 44.4 , 77.8 , 58.4
99.1 , 22.9 , 89.9 , 63.5 , 100.6 , 38.2 , 69.1 , 72.4 , 64.7 , 62.2 , 97.1 , 39.2
88.6 , 70.3 , 38.7 , 37.2 , 35.3 , 35.2 , 78.0 , 33.1 , 28.2 , 60.7 , 177.3 , 107.6
63.5 , 101.5 , 52.0 , 20.2 , 36.6 , 38.6 , 26.8 , 105.8 , 50.4 , 75.6 , 65.4 , 29.3
102.4 , 53.8 , 15.8 , 4.3 , 25.9 , 83.8 , 49.9 , 74.7 , 36.4 , 33.8 , 39.2 , 91.7
49.7 , 19.9 , 27.9 , 130.0 , 41.6 , 131.2 , 101.9 , 42.5 , 54.4 , 122.6 , 90.2 , 138.9
63.6 , 38.5 , 68.6 , 41.1 , 52.9 , 22.5 , 31.8 , 50.6 , 56.2 , 141.1 , 71.5 , 138.6
181.9 , 130.3 , 38.7 , 63.0 , 83.5 , 38.3 , 53.0 , 109.9 , 13.8 , 108.5 , 135.3 , 55.8
93.1 , 56.0 , 26.8 , 22.1 , 62.3 , 27.8 , 68.5 , 104.1 , 63.4 , 54.0 , 75.2 , 70.2
114.1 , 49.1 , 79.7 , 55.6 , 61.3 , 114.4 , 21.6 , 31.0 , 46.4 , 28.7 , 94.9 , 17.4
